year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",3.017%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Environmental Services,2.895%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Gambling & Casinos,2.828%
2018,Business Skills,Business Management,C,Manufacturing,Printing,2.781%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Veterinary,2.700%
2018,Business Skills,Business Management,J,Information and communication,Computer Networking,2.625%
2018,Business Skills,Business Management,J,Information and communication,Computer Software,2.592%
2018,Business Skills,Business Management,C,Manufacturing,Industrial Automation,2.587%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Public Relations & Communications,2.549%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Sports,2.533%
2018,Business Skills,Business Management,J,Information and communication,Computer Hardware,2.488%
2018,Business Skills,Business Management,C,Manufacturing,Aviation & Aerospace,2.473%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Legal Services,2.369%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Biotechnology,2.263%
2018,Business Skills,Business Management,J,Information and communication,Computer & Network Security,2.070%
2018,Business Skills,Business Management,J,Information and communication,Semiconductors,1.932%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Entertainment,1.847%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Architecture & Planning,1.829%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Research,1.760%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Law Practice,1.719%
2018,Business Skills,Business Management,J,Information and communication,Publishing,1.695%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Arts & Crafts,1.657%
2018,Business Skills,Business Management,J,Information and communication,Broadcast Media,1.553%
2018,Business Skills,Business Management,J,Information and communication,Online Media,1.538%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Translation & Localization,1.517%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Design,1.499%
2018,Business Skills,Business Management,J,Information and communication,Media Production,1.383%
2018,Business Skills,Business Management,J,Information and communication,Computer Games,1.247%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Performing Arts,1.203%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Music,1.197%
2018,Business Skills,Business Management,J,Information and communication,Newspapers,1.174%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Museums & Institutions,1.163%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Fine Art,0.977%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Photography,0.941%
2018,Business Skills,Business Management,J,Information and communication,Writing & Editing,0.907%
2018,Business Skills,Business Management,M,Professional scientific and technical activities,Graphic Design,0.621%
2018,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Animation,0.598%
2018,Business Skills,Business Management,J,Information and communication,Motion Pictures & Film,0.574%
2018,Business Skills,Capital Markets,K,Financial and insurance activities,Investment Management,4.406%
2018,Business Skills,Capital Markets,K,Financial and insurance activities,Capital Markets,3.309%
2018,Business Skills,Capital Markets,K,Financial and insurance activities,Investment Banking,2.941%
2018,Business Skills,Capital Markets,K,Financial and insurance activities,Venture Capital & Private Equity,2.302%
2018,Business Skills,Capital Markets,K,Financial and insurance activities,Financial Services,2.075%
2018,Business Skills,Capital Markets,K,Financial and insurance activities,Banking,1.785%
2018,Business Skills,Capital Markets,M,Professional scientific and technical activities,Law Practice,0.239%
2018,Business Skills,Capital Markets,M,Professional scientific and technical activities,Legal Services,0.217%
2018,Business Skills,Capital Markets,M,Professional scientific and technical activities,Accounting,0.203%
2018,Business Skills,Capital Markets,K,Financial and insurance activities,Insurance,0.161%
2018,Business Skills,Capital Markets,M,Professional scientific and technical activities,Management Consulting,0.110%
2018,Business Skills,Capital Markets,B,Mining and quarrying,Oil & Energy,0.110%
2018,Business Skills,Capital Markets,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.036%
2018,Business Skills,Capital Markets,J,Information and communication,Computer Software,0.027%
2018,Business Skills,Capital Markets,J,Information and communication,Information Technology & Services,0.027%
2018,Business Skills,Capital Markets,C,Manufacturing,Renewables & Environment,0.026%
2018,Business Skills,Capital Markets,J,Information and communication,Internet,0.024%
2018,Business Skills,Capital Markets,M,Professional scientific and technical activities,Biotechnology,0.019%
2018,Business Skills,Capital Markets,J,Information and communication,Telecommunications,0.016%
2018,Specialized Industry Skills,Cardiology,C,Manufacturing,Pharmaceuticals,0.130%
2018,Specialized Industry Skills,Cardiology,M,Professional scientific and technical activities,Biotechnology,0.047%
2018,Specialized Industry Skills,Carpentry,R,"Arts, entertainment and recreation ",Arts & Crafts,0.045%
2018,Specialized Industry Skills,Carpentry,M,Professional scientific and technical activities,Design,0.014%
2018,Specialized Industry Skills,Chemical Industry,C,Manufacturing,Chemicals,0.772%
2018,Specialized Industry Skills,Chemical Industry,C,Manufacturing,Paper & Forest Products,0.372%
2018,Specialized Industry Skills,Chemical Industry,C,Manufacturing,Plastics,0.159%
2018,Specialized Industry Skills,Chemical Industry,B,Mining and quarrying,Oil & Energy,0.085%
2018,Specialized Industry Skills,Chemical Industry,C,Manufacturing,Pharmaceuticals,0.067%
2018,Specialized Industry Skills,Chemical Industry,B,Mining and quarrying,Mining & Metals,0.019%
2018,Specialized Industry Skills,Chemical Industry,C,Manufacturing,Renewables & Environment,0.017%
2018,Specialized Industry Skills,Chemical Industry,M,Professional scientific and technical activities,Environmental Services,0.015%
2018,Specialized Industry Skills,Childcare,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.055%
2018,Specialized Industry Skills,Childcare,J,Information and communication,Internet,0.036%
2018,Disruptive Tech Skills,Cloud Computing,J,Information and communication,Computer Software,0.151%
2018,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Photography,4.084%
2018,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Arts & Crafts,0.114%
2018,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Graphic Design,0.109%
2018,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Fine Art,0.093%
2018,Specialized Industry Skills,Commercial Photography,J,Information and communication,Newspapers,0.090%
2018,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Performing Arts,0.062%
2018,Specialized Industry Skills,Commercial Photography,J,Information and communication,Online Media,0.043%
2018,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Events Services,0.039%
2018,Specialized Industry Skills,Commercial Photography,J,Information and communication,Publishing,0.034%
2018,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Sports,0.027%
2018,Specialized Industry Skills,Commercial Photography,J,Information and communication,Media Production,0.025%
2018,Specialized Industry Skills,Commercial Photography,J,Information and communication,Internet,0.024%
2018,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Marketing & Advertising,0.021%
2018,Specialized Industry Skills,Commercial Photography,J,Information and communication,Motion Pictures & Film,0.020%
2018,Specialized Industry Skills,Commercial Photography,J,Information and communication,Writing & Editing,0.017%
2018,Business Skills,Compensation & Benefits,J,Information and communication,Information Technology & Services,0.067%
2018,Business Skills,Compensation & Benefits,B,Mining and quarrying,Oil & Energy,0.067%
2018,Business Skills,Compensation & Benefits,K,Financial and insurance activities,Insurance,0.065%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Automotive,0.042%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Chemicals,0.039%
2018,Business Skills,Compensation & Benefits,J,Information and communication,Computer Software,0.038%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Electrical & Electronic Manufacturing,0.032%
2018,Business Skills,Compensation & Benefits,K,Financial and insurance activities,Financial Services,0.030%
2018,Business Skills,Compensation & Benefits,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.029%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Packaging & Containers,0.029%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Food Production,0.024%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Pharmaceuticals,0.024%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Paper & Forest Products,0.023%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Machinery,0.022%
2018,Business Skills,Compensation & Benefits,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.021%
2018,Business Skills,Compensation & Benefits,B,Mining and quarrying,Mining & Metals,0.019%
2018,Business Skills,Compensation & Benefits,J,Information and communication,Telecommunications,0.018%
2018,Business Skills,Compensation & Benefits,J,Information and communication,Internet,0.012%
2018,Business Skills,Compensation & Benefits,C,Manufacturing,Textiles,0.012%
2018,Specialized Industry Skills,Composites,C,Manufacturing,Aviation & Aerospace,0.123%
2018,Tech Skills,Computer Graphics,J,Information and communication,Computer Games,0.141%
